id|id_campanya|id_tipo|nombre|nombre1|nombre2|cif|comentarios|corriente|contable|diapago|direccion|nombre_pais|nombre_provincia|nombre_poblacion|nombre_codpostal|email|web|tel_fijo|tel_movil|fax
74|9|1|luctus. Curabitur egestas nunc sed libero. Proin sed|arcu. Sed et libero. Proin mi. Aliquam gravida|lorem vitae odio sagittis semper. Nam tempor|45441797-Z|eu, ultrices sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris sagittis placerat. Cras dictum|9201-5404-31-1404050901|466|25|6618 Nulla. Road|Germany|Limburg|Kenosha|Q5 6CN|sagittis@diamDuis.com|http://www.yzyvwhqnqw.som|98 392 35 67|652 409 561|96 149 04 88
75|3|1|non quam. Pellentesque habitant morbi tristique senectus et|Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque|ornare placerat, orci lacus vestibulum lorem, sit amet|64800586-W|quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus et|7738-3433-47-2304992248|997|1|6299 Purus, Road|Colombia|Newfoundland and Labrador|Macomb|70919|quam.a.felis@sem.edu|http://www.ejafjjazob.kom|94 803 01 45|674 374 463|98 870 01 02
76|5|1|Duis elementum, dui quis accumsan convallis,|nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam|Cras eu tellus eu augue porttitor interdum. Sed auctor|28729287-R|dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris|0624-4114-12-5479719193|381|18|582-850 Adipiscing Road|Nepal|MB|Meridian|AR6U 8NX|purus.Nullam.scelerisque@Donec.ca|http://www.xkkkymaaqf.jom|91 868 92 86|625 203 791|96 185 12 94
77|2|1|tempus eu, ligula. Aenean euismod mauris eu|arcu vel quam dignissim pharetra.|per conubia nostra, per inceptos hymenaeos. Mauris ut|51153926-N|non ante bibendum ullamcorper. Duis cursus, diam at pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis|8150-7783-81-3338859501|113|19|2250 Imperdiet Road|Svalbard and Jan Mayen|South Glamorgan|Princeton|12190|blandit.Nam@parturientmontes.edu|http://www.twjkmshroq.pom|92 190 40 72|605 326 233|91 001 78 51
78|4|1|accumsan sed, facilisis vitae, orci. Phasellus dapibus|Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat|Nam consequat dolor vitae dolor. Donec fringilla. Donec|25175905-N|nunc sit amet metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo|1525-7358-04-4287785846|198|27|1562 Blandit Av.|Gabon|ANT|La Verne|X9U 6S6|ligula@iaculis.org|http://www.csrqnpuvwv.kom|96 132 79 75|696 472 144|97 524 69 12
79|5|1|sed pede. Cum sociis natoque|Duis volutpat nunc sit amet metus. Aliquam erat|egestas. Duis ac arcu. Nunc mauris. Morbi non|00589239-Y|at pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem,|2906-7592-29-3441577349|445|7|Ap #369-7745 Sed Av.|Greece|Drenthe|Santa Clara|GY8 7SO|sit@justoPraesent.org|http://www.ctyyhgsqfr.zom|92 308 93 64|618 496 158|92 038 11 71
80|4|1|morbi tristique senectus et netus et malesuada fames ac|vehicula et, rutrum eu, ultrices sit|sit amet orci. Ut sagittis|80274925-V|Curabitur egestas nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam|4812-0269-37-6517320824|637|13|Ap #485-5281 Elit, Ave|Guinea|Yukon|Plymouth|27650|egestas.ligula@eget.edu|http://www.pwnlpfwcow.dom|97 930 22 19|690 266 772|91 932 51 70
81|8|1|in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit|Donec tincidunt. Donec vitae erat vel pede blandit|diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent|73206405-L|eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices|0992-1863-48-0459345047|770|22|8897 Ac, Rd.|Trinidad and Tobago|Virginia|Laguna Woods|N8G 5DS|nonummy@erat.ca|http://www.wvtghodeof.dom|95 246 12 15|696 322 492|96 006 98 41
82|1|1|massa. Quisque porttitor eros nec tellus.|ac tellus. Suspendisse sed dolor. Fusce mi lorem,|eu, accumsan sed, facilisis vitae, orci. Phasellus|78791841-O|lacinia vitae, sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est.|7130-8304-29-9408733274|961|24|917-5859 Etiam St.|Western Sahara|ALD|Crown Point|6323TR|molestie.arcu@lectus.edu|http://www.hjzipwxpdg.vom|97 576 02 83|674 708 463|99 781 02 13
83|9|1|magna. Phasellus dolor elit, pellentesque a,|eu, ultrices sit amet, risus.|morbi tristique senectus et netus et|19412349-V|mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum|6660-6497-51-8998130758|853|26|767-5536 Sed Ave|Madagascar|ROX|Idabel|3135OI|Vivamus@tincidunt.org|http://www.oyjhhcvvvb.zom|92 271 42 57|668 993 435|95 561 05 53
84|9|1|lorem, sit amet ultricies sem magna|sapien imperdiet ornare. In faucibus. Morbi vehicula.|urna. Nunc quis arcu vel quam dignissim pharetra.|53805372-E|lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus quis diam luctus lobortis. Class|5051-6078-13-3519784041|580|17|688-5044 Neque Road|Venezuela|Powys|New Bedford|13981|sem.semper@magnaNam.com|http://www.mpcwxlnkkk.mom|94 861 25 79|676 005 929|98 943 40 42
85|0|1|magna. Phasellus dolor elit, pellentesque a, facilisis non, bibendum|eu, ligula. Aenean euismod mauris eu|lacinia orci, consectetuer euismod est arcu ac orci. Ut semper|04839626-G|tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget|7107-0923-33-7636478655|604|28|P.O. Box 743, 3581 Dolor St.|Lebanon|British Columbia|Salinas|47484|Duis.elementum@nec.edu|http://www.ckcdmiwwvi.bom|94 882 29 20|631 405 259|97 588 62 98
86|8|1|facilisis, magna tellus faucibus leo, in lobortis tellus justo|Nulla eget metus eu erat|et, rutrum non, hendrerit id, ante. Nunc mauris|84704018-D|commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc id enim. Curabitur massa. Vestibulum accumsan neque et nunc. Quisque ornare tortor at risus. Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante.|7746-5043-77-2545216372|110|8|529-2245 Cum St.|Turkey|Clwyd|Orangeburg|23454|netus@tellus.edu|http://www.iigzkqlpov.pom|92 714 62 03|608 532 073|99 969 29 21
87|4|1|Lorem ipsum dolor sit amet, consectetuer adipiscing elit.|sodales purus, in molestie tortor nibh sit|pede. Praesent eu dui. Cum sociis natoque penatibus|16188119-A|nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus quis diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra|3706-7936-13-8377971427|698|14|Ap #728-279 A St.|Greece|STS|Beverly Hills|4414EG|elit.pellentesque.a@sed.com|http://www.wbdwrvxauf.fom|97 206 55 72|692 706 825|93 206 11 70
88|9|1|malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis|a, enim. Suspendisse aliquet, sem ut cursus|vel turpis. Aliquam adipiscing lobortis|30895624-X|est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus ac tellus. Suspendisse sed dolor. Fusce mi lorem, vehicula et, rutrum eu, ultrices sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl.|5870-1017-13-5212106208|617|17|1259 Venenatis Road|Fiji|Nunavut|Louisville|0762YR|ipsum.Phasellus.vitae@velitegestaslacinia.ca|http://www.wmlnwgqeag.zom|96 693 00 86|659 412 381|95 683 43 89
89|2|1|Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat|metus. Aliquam erat volutpat. Nulla|mus. Donec dignissim magna a tortor. Nunc|43053918-W|libero mauris, aliquam eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio semper cursus. Integer mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci. Donec|0992-4518-04-6076617544|074|15|Ap #116-2398 Aenean Road|Ecuador|Zeeland|Marshall|O9U 2A5|ornare.sagittis.felis@arcuacorci.com|http://www.lgkvxkbemj.kom|94 990 64 58|650 732 789|92 864 29 80
90|9|1|aliquam adipiscing lacus. Ut nec|rutrum eu, ultrices sit amet, risus. Donec nibh enim,|tempus risus. Donec egestas. Duis ac arcu.|43207883-X|tellus faucibus leo, in lobortis tellus justo sit amet nulla. Donec non justo. Proin non massa non ante bibendum ullamcorper. Duis cursus, diam at pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu|1341-5380-57-9652750392|725|23|Ap #368-2820 Purus, Road|Ecuador|NT|Fond du Lac|Y6G 7F2|sit@elitfermentum.com|http://www.cpjmhrtnpe.dom|99 717 13 02|639 857 187|92 365 42 99
91|5|1|erat. Etiam vestibulum massa rutrum magna. Cras convallis|senectus et netus et malesuada fames|vulputate eu, odio. Phasellus at|63876899-W|nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante.|5933-1797-12-7173775686|215|28|7623 Elit. Rd.|Gibraltar|Zuid Holland|Rocky Mount|MT2 8NZ|Integer.vitae@ascelerisquesed.com|http://www.zqitchnlcv.kom|98 568 90 65|651 389 872|99 533 59 62
92|0|1|tellus. Aenean egestas hendrerit neque. In ornare sagittis felis.|tempus non, lacinia at, iaculis|in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer|15815471-P|tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec|5878-8212-81-9119960550|708|25|Ap #789-9225 Lacinia Street|Nigeria|Hereford and Worcester|Lomita|QT5 5KN|nec@egetmollis.ca|http://www.jtqsjkqzcc.pom|94 391 86 64|623 178 520|94 794 16 18
93|0|1|rutrum magna. Cras convallis convallis dolor. Quisque|sapien, cursus in, hendrerit consectetuer, cursus et, magna.|Vivamus non lorem vitae odio sagittis semper. Nam|95371913-H|aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec egestas. Aliquam nec enim. Nunc ut erat. Sed nunc est, mollis non,|1932-4019-28-0085581143|196|26|P.O. Box 561, 9178 Id, Rd.|Israel|ROS|Clovis|G12 7AL|sagittis.lobortis.mauris@Nullaegetmetus.com|http://www.kypaacylsb.vom|96 355 81 71|680 318 357|98 373 76 97
94|7|1|turpis vitae purus gravida sagittis. Duis gravida. Praesent eu|nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis|lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod|14906715-S|lectus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis|5822-7600-47-9240957751|800|25|P.O. Box 342, 4774 Est Ave|Monaco|Gelderland|Gilette|5434AB|dignissim@sed.org|http://www.fxhzzolonl.com|97 627 95 09|685 420 422|99 435 62 86
95|2|1|Etiam ligula tortor, dictum eu,|et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum|luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat|21427526-C|consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris|1014-0576-29-5919099677|992|7|296-8568 Non Ave|Bhutan|GA|Worcester|9340IK|a.dui.Cras@neque.edu|http://www.kyqdkvamwa.rom|90 497 67 78|626 267 504|96 216 60 27
96|4|1|Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt,|imperdiet, erat nonummy ultricies ornare,|eget metus eu erat semper rutrum. Fusce dolor|24792585-E|Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit|8622-2449-14-2883683434|781|22|Ap #717-8527 Sem Ave|Palau|Co. Mayo|Reedsport|QU1H 5MU|lorem.eget.mollis@temporerat.edu|http://www.hatxrppoiw.som|93 437 90 67|664 800 279|91 382 68 95
97|5|1|interdum enim non nisi. Aenean|arcu imperdiet ullamcorper. Duis at lacus. Quisque purus sapien, gravida|sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt|41041718-E|eu sem. Pellentesque ut ipsum ac mi eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer|1261-4996-68-6132242314|725|6|401-4320 Dui. Street|French Southern Territories|AGY|Laconia|6869HX|amet@consectetueradipiscing.ca|http://www.yfgfopqwuf.mom|96 944 71 92|655 125 417|99 576 49 96
98|5|1|placerat velit. Quisque varius. Nam porttitor|nisl. Quisque fringilla euismod enim. Etiam|lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non|52424359-Z|eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue.|5032-0906-39-6041384863|398|18|P.O. Box 430, 1990 Nisl. St.|Somalia|WES|Denver|H4J 6H8|mi.Duis@Quisque.ca|http://www.znifrrjmhc.lom|92 030 99 39|615 352 537|95 565 51 87
99|8|1|orci tincidunt adipiscing. Mauris molestie|a, aliquet vel, vulputate eu, odio. Phasellus at augue|massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt|20119401-Z|id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec|2099-5550-06-9744872042|243|12|514-7454 Rutrum Ave|Trinidad and Tobago|KKD|Paramount|4482EC|id@lectusrutrum.ca|http://www.sxiljufhxd.gom|90 966 32 33|667 850 963|95 075 76 82
100|0|1|a felis ullamcorper viverra. Maecenas iaculis aliquet|dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc|enim, gravida sit amet, dapibus id, blandit at,|52194421-G|luctus et ultrices posuere cubilia Curae; Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui.|2045-5431-20-9415840405|927|25|P.O. Box 889, 4370 Vestibulum St.|Dominican Republic|Prince Edward Island|Salinas|28403|ac.mattis@Phaselluslibero.com|http://www.pthiylfjsv.com|90 839 49 91|669 443 578|90 094 66 70

