id|activo|id_campanya|id_estado|nombre|cif|contacto|direccion|nombre_pais|nombre_provincia|nombre_poblacion|nombre_codpostal|email|web|tel_fijo|tel_movil|fax|facturacion|comentarios
86|1|4|0|at, velit. Cras lorem lorem, luctus ut,|32649426-H|John Daniel|Ap #957-7948 Convallis Rd.|Costa Rica|Ontario|Biloxi|N8N 7L9|nibh.dolor.nonummy@auctor.edu|http://www.snweevyjtp.pom|94 760 97 15|696 444 841|97 540 29 94|187747|Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non, bibendum sed, est. Nunc laoreet
87|0|5|10|euismod in, dolor. Fusce feugiat.|76074133-V|Nigel Savage|P.O. Box 411, 3761 Posuere Rd.|Solomon Islands|Arkansas|El Monte|25695|condimentum.eget@faucibusorciluctus.org|http://www.plmvasekny.vom|96 611 42 06|679 935 890|91 678 21 30|280741|Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis
88|1|6|1|neque. Sed eget lacus. Mauris non dui|75327385-I|Sebastian Stone|9177 Accumsan Ave|Turkey|ON|Akron|10995|purus.Maecenas@condimentum.edu|http://www.wbxtyqnwoz.nom|93 734 43 54|603 603 657|97 948 74 75|474536|eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio semper cursus. Integer mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio.
89|0|10|0|torquent per conubia nostra, per inceptos hymenaeos. Mauris ut|71625275-R|Ferdinand Mccullough|P.O. Box 748, 7388 A, Avenue|Belize|Noord Holland|Frederick|1922QM|tortor.at.risus@ligula.org|http://www.nzpmdifglu.dom|90 140 89 45|645 567 116|90 396 89 23|189925|arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci quis lectus. Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus leo, in
90|0|10|4|sed, facilisis vitae, orci. Phasellus dapibus quam|59148592-B|Ivan White|P.O. Box 527, 7031 Convallis Rd.|Jordan|L.|Springfield|H1 1FH|nisi.Aenean@cursusinhendrerit.com|http://www.xbiuslgkxs.tom|92 138 63 15|647 769 085|91 714 62 84|971034|Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna nec quam. Curabitur vel
91|0|1|4|porttitor scelerisque neque. Nullam nisl.|54218462-F|Holmes Turner|8013 Adipiscing Rd.|Myanmar|Yukon|Eugene|6771DA|vel@dolorFusce.com|http://www.rlewyzrnnq.rom|97 853 07 56|612 384 597|94 377 01 88|190642|magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam
92|1|4|2|nec orci. Donec nibh. Quisque nonummy|08415086-G|Clinton Mccall|Ap #464-2188 Orci Ave|Thailand|Gelderland|Artesia|H1 6CP|sociis.natoque.penatibus@tellusfaucibus.com|http://www.vvynolxtia.som|92 350 72 37|639 045 103|98 692 47 19|350313|neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur
93|0|10|10|odio. Phasellus at augue id ante dictum cursus. Nunc|22295578-N|Quinn George|429-8009 Quam Avenue|Azerbaijan|Dr.|Gaithersburg|0863CP|lobortis.nisi.nibh@quis.edu|http://www.cbhblqwnyw.com|99 062 80 55|635 409 568|92 954 05 71|125662|Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus nibh dolor, nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam nunc, ullamcorper eu, euismod ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam gravida
94|1|3|9|dictum placerat, augue. Sed molestie. Sed id risus|82472926-P|Maxwell Noel|398-4555 Dis St.|Congo|Limburg|Agawam|Q6B 8C7|arcu@diamProindolor.org|http://www.rlexsnixjg.fom|97 942 98 23|698 907 078|91 758 40 03|745628|Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna nec quam. Curabitur vel lectus. Cum sociis natoque
95|1|9|10|mus. Donec dignissim magna a tortor. Nunc commodo auctor|82970210-C|Bruce Blair|6173 Risus. Street|Hong Kong|VA|Anchorage|YI3 7PG|ac.orci@quisarcu.ca|http://www.owwicrymhd.som|93 396 26 68|636 164 799|94 362 95 02|653165|mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus quis diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt
96|0|0|4|diam lorem, auctor quis, tristique ac, eleifend vitae, erat.|77004787-J|Wyatt Harrington|763-1894 Luctus Ave|Poland|NT|Oil City|L63 1SI|Sed.auctor@condimentum.ca|http://www.dspwaiastl.lom|97 932 25 95|603 245 971|93 942 01 89|240145|ullamcorper eu, euismod ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam
97|1|9|4|Nullam suscipit, est ac facilisis facilisis,|35851712-D|Driscoll Montoya|821-6124 Auctor Street|Grenada|Gr.|Hutchinson|RG1 2DR|et.nunc@idanteNunc.edu|http://www.cftiqoyzut.lom|91 376 10 07|687 090 163|90 491 41 98|837915|arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue,
98|1|2|5|vitae semper egestas, urna justo faucibus|89090178-X|Rooney Robles|386-1133 Dapibus St.|Singapore|North Carolina|Brea|2312JD|arcu@metussitamet.com|http://www.txjthrwczc.lom|94 247 93 88|661 184 597|90 885 57 83|138032|cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque.
99|0|5|3|Vivamus nibh dolor, nonummy ac, feugiat non, lobortis|50753630-U|Kane Salas|9132 Euismod St.|Central African Republic|Prince Edward Island|Provo|AF4 6GF|Praesent@dictumauguemalesuada.org|http://www.pckvfdsktm.com|99 955 46 21|612 368 580|91 757 37 11|932133|velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede
100|0|0|3|ullamcorper. Duis at lacus. Quisque purus sapien,|29566788-A|Byron Johns|930-8619 Ultricies Ave|Bangladesh|Fr.|LaGrange|V0 8VP|a.facilisis@egestasligula.edu|http://www.jnsggbecdr.som|95 940 04 35|659 368 123|96 578 92 51|585546|nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed pede. Cum sociis natoque penatibus et magnis dis parturient

